title,cast,director,keywords,genres,soup
Blood Diamond,"['leonardodicaprio', 'djimonhounsou', 'jenniferconnelly']",edwardzwick,"['rebel', 'journalist', 'journalism']","['drama', 'thriller', 'action']",rebel journalist journalism leonardodicaprio djimonhounsou jenniferconnelly e d w a r d z w i c k drama thriller action
The Wolf of Wall Street,"['leonardodicaprio', 'jonahhill', 'margotrobbie']",martinscorsese,"['corruption', 'sex', 'sexuality']","['crime', 'drama', 'comedy']",corruption sex sexuality leonardodicaprio jonahhill margotrobbie m a r t i n s c o r s e s e crime drama comedy
Batman Forever,"['valkilmer', 'tommyleejones', 'jimcarrey']",joelschumacher,"['riddle', 'dccomics', 'rose']","['action', 'crime', 'fantasy']",riddle dccomics rose valkilmer tommyleejones jimcarrey j o e l s c h u m a c h e r action crime fantasy
Starship Troopers,"['caspervandien', 'dinameyer', 'deniserichards']",paulverhoeven,"['moon', 'asteroid', 'spacemarine']","['adventure', 'action', 'thriller']",moon asteroid spacemarine caspervandien dinameyer deniserichards p a u l v e r h o e v e n adventure action thriller
Cloud Atlas,"['tomhanks', 'halleberry', 'jimbroadbent']",tomtykwer,"['clone', 'future', 'dystopia']","['drama', 'sciencefiction']",clone future dystopia tomhanks halleberry jimbroadbent t o m t y k w e r drama sciencefiction
Legend of the Guardians: The Owls of Ga'Hoole,"['emilybarclay', 'abbiecornish', 'essiedavis']",zacksnyder,['owl'],"['animation', 'adventure', 'family']",owl emilybarclay abbiecornish essiedavis z a c k s n y d e r animation adventure family
Catwoman,"['halleberry', 'benjaminbratt', 'sharonstone']",pitof,"['whiterussian', 'sex', 'dccomics']","['action', 'crime']",whiterussian sex dccomics halleberry benjaminbratt sharonstone p i t o f action crime
Hercules,"['dwaynejohnson', 'ianmcshane', 'johnhurt']",brettratner,"['mercenary', 'battle', 'ancientgreece']","['action', 'adventure']",mercenary battle ancientgreece dwaynejohnson ianmcshane johnhurt b r e t t r a t n e r action adventure
Treasure Planet,"['josephgordon-levitt', 'brianmurray', 'davidhydepierce']",ronclements,"['cyborg', 'basedonnovel', 'spacemarine']","['adventure', 'animation', 'family']",cyborg basedonnovel spacemarine josephgordon-levitt brianmurray davidhydepierce r o n c l e m e n t s adventure animation family
Land of the Lost,"['willferrell', 'annafriel', 'dannymcbride']",bradsilberling,"['alienlife-form', 'dinosaur', 'primate']","['adventure', 'comedy', 'sciencefiction']",alienlife-form dinosaur primate willferrell annafriel dannymcbride b r a d s i l b e r l i n g adventure comedy sciencefiction
The Expendables 3,"['sylvesterstallone', 'jasonstatham', 'harrisonford']",patrickhughes,"['cia', 'armsdealer', 'sequel']","['action', 'adventure', 'thriller']",cia armsdealer sequel sylvesterstallone jasonstatham harrisonford p a t r i c k h u g h e s action adventure thriller
Point Break,"['edgarramírez', 'lukebracey', 'teresapalmer']",ericsoncore,"['undercover', 'undercoveragent', 'extremesports']","['action', 'crime', 'thriller']",undercover undercoveragent extremesports edgarramírez lukebracey teresapalmer e r i c s o n c o r e action crime thriller
Son of the Mask,"['jamiekennedy', 'alancumming', 'traylorhoward']",lawrenceguterman,"['baby', 'mask', 'viking']","['fantasy', 'comedy', 'family']",baby mask viking jamiekennedy alancumming traylorhoward l a w r e n c e g u t e r m a n fantasy comedy family
In the Heart of the Sea,"['chrishemsworth', 'benjaminwalker', 'cillianmurphy']",ronhoward,"['suicide', 'ocean', 'sea']","['thriller', 'drama', 'adventure']",suicide ocean sea chrishemsworth benjaminwalker cillianmurphy r o n h o w a r d thriller drama adventure
The Adventures of Pluto Nash,"['eddiemurphy', 'randyquaid', 'rosariodawson']",ronunderwood,"['moon', 'casino', 'bar']","['action', 'comedy', 'sciencefiction']",moon casino bar eddiemurphy randyquaid rosariodawson r o n u n d e r w o o d action comedy sciencefiction
Green Zone,"['mattdamon', 'gregkinnear', 'brendangleeson']",paulgreengrass,"['weaponofmassdestruction', 'baghdad', 'iraqi\xa0']","['war', 'action', 'adventure']",weaponofmassdestruction baghdad iraqi  mattdamon gregkinnear brendangleeson p a u l g r e e n g r a s s war action adventure
The Peanuts Movie,"['noahschnapp', 'billmelendez', 'venusschultheis']",stevemartino,"['basedoncomicstrip', 'family', '3d']",['animation'],basedoncomicstrip family 3d noahschnapp billmelendez venusschultheis s t e v e m a r t i n o animation
The Spanish Prisoner,"['stevemartin', 'campbellscott', 'bengazzara']",davidmamet,"['dialogue', 'confidence', 'invention']","['crime', 'drama', 'mystery']",dialogue confidence invention stevemartin campbellscott bengazzara d a v i d m a m e t crime drama mystery
The Mummy Returns,"['brendanfraser', 'rachelweisz', 'johnhannah']",stephensommers,"['son', 'ancientegypt', 'bracelet']","['adventure', 'action', 'fantasy']",son ancientegypt bracelet brendanfraser rachelweisz johnhannah s t e p h e n s o m m e r s adventure action fantasy
Gangs of New York,"['leonardodicaprio', 'danielday-lewis', 'camerondiaz']",martinscorsese,"['fire', 'irish-american', 'immigrant']","['drama', 'history', 'crime']",fire irish-american immigrant leonardodicaprio danielday-lewis camerondiaz m a r t i n s c o r s e s e drama history crime
The Flowers of War,"['christianbale', 'nini', 'tongdawei']",zhangyimou,"['forcedprostitution', 'childrape']","['drama', 'history', 'war']",forcedprostitution childrape christianbale nini tongdawei z h a n g y i m o u drama history war
Surf's Up,"['shialabeouf', 'jeffbridges', 'zooeydeschanel']",ashbrannon,"['sea', 'worldcup', 'surfer']","['animation', 'comedy', 'family']",sea worldcup surfer shialabeouf jeffbridges zooeydeschanel a s h b r a n n o n animation comedy family
The Stepford Wives,"['nicolekidman', 'matthewbroderick', 'bettemidler']",frankoz,"['android', 'housewife', 'transformation']","['action', 'comedy', 'sciencefiction']",android housewife transformation nicolekidman matthewbroderick bettemidler f r a n k o z action comedy sciencefiction
Black Hawk Down,"['joshhartnett', 'ewanmcgregor', 'jasonisaacs']",ridleyscott,"['prisonersofwar', 'wound', 'somalia']","['action', 'history', 'war']",prisonersofwar wound somalia joshhartnett ewanmcgregor jasonisaacs r i d l e y s c o t t action history war
The Campaign,"['willferrell', 'zachgalifianakis', 'dylanmcdermott']",jayroach,"['politics', 'politician', 'electioncampaign']",['comedy'],politics politician electioncampaign willferrell zachgalifianakis dylanmcdermott j a y r o a c h comedy
The Fifth Element,"['brucewillis', 'garyoldman', 'ianholm']",lucbesson,"['clone', 'taxi', 'cyborg']","['adventure', 'fantasy', 'action']",clone taxi cyborg brucewillis garyoldman ianholm l u c b e s s o n adventure fantasy action
Sex and the City 2,"['sarahjessicaparker', 'kristindavis', 'cynthianixon']",michaelpatrickking,[],"['comedy', 'drama', 'romance']", sarahjessicaparker kristindavis cynthianixon m i c h a e l p a t r i c k k i n g comedy drama romance
The Road to El Dorado,"['kennethbranagh', 'kevinkline', 'rosieperez']",donmichaelpaul,"['gold', 'horse', 'swordfight']","['adventure', 'animation', 'comedy']",gold horse swordfight kennethbranagh kevinkline rosieperez d o n m i c h a e l p a u l adventure animation comedy
Ice Age: Continental Drift,"['johnleguizamo', 'rayromano', 'chriswedge']",stevemartino,"['bluefootedbooby', 'prehistorictimes', 'meltingice']","['animation', 'comedy', 'adventure']",bluefootedbooby prehistorictimes meltingice johnleguizamo rayromano chriswedge s t e v e m a r t i n o animation comedy adventure
Cinderella,"['lilyjames', 'cateblanchett', 'richardmadden']",kennethbranagh,"['cinderella', 'magic', 'prince']","['romance', 'fantasy', 'family']",cinderella magic prince lilyjames cateblanchett richardmadden k e n n e t h b r a n a g h romance fantasy family
The Lovely Bones,"['rachelweisz', 'markwahlberg', 'susansarandon']",peterjackson,"['rape', '1970s', 'evidence']","['fantasy', 'drama']",rape 1970s evidence rachelweisz markwahlberg susansarandon p e t e r j a c k s o n fantasy drama
Finding Nemo,"['albertbrooks', 'ellendegeneres', 'alexandergould']",andrewstanton,"['fathersonrelationship', 'harbor', 'underwater']","['animation', 'family']",fathersonrelationship harbor underwater albertbrooks ellendegeneres alexandergould a n d r e w s t a n t o n animation family
The Lord of the Rings: The Return of the King,"['elijahwood', 'ianmckellen', 'viggomortensen']",peterjackson,"['elves', 'orcs', 'middle-earth(tolkien)']","['adventure', 'fantasy', 'action']",elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen p e t e r j a c k s o n adventure fantasy action
The Lord of the Rings: The Two Towers,"['elijahwood', 'ianmckellen', 'viggomortensen']",peterjackson,"['elves', 'orcs', 'middle-earth(tolkien)']","['adventure', 'fantasy', 'action']",elves orcs middle-earth(tolkien) elijahwood ianmckellen viggomortensen p e t e r j a c k s o n adventure fantasy action
Seventh Son,"['jeffbridges', 'juliannemoore', 'benbarnes']",sergeibodrov,"['magic', 'chosenone', 'darkfantasy']","['adventure', 'fantasy']",magic chosenone darkfantasy jeffbridges juliannemoore benbarnes s e r g e i b o d r o v adventure fantasy
Lara Croft: Tomb Raider,"['angelinajolie', 'jonvoight', 'iainglen']",simonwest,"['treasure', 'buddhistmonk', 'planetaryconfiguration']","['adventure', 'fantasy', 'action']",treasure buddhistmonk planetaryconfiguration angelinajolie jonvoight iainglen s i m o n w e s t adventure fantasy action
Transcendence,"['johnnydepp', 'paulbettany', 'rebeccahall']",wallypfister,"['artificialintelligence', 'technology', 'nanotechnology']","['thriller', 'sciencefiction', 'drama']",artificialintelligence technology nanotechnology johnnydepp paulbettany rebeccahall w a l l y p f i s t e r thriller sciencefiction drama
Jurassic Park III,"['samneill', 'williamh.macy', 'téaleoni']",joejohnston,"['exoticisland', 'dna', 'paleontology']","['adventure', 'action', 'thriller']",exoticisland dna paleontology samneill williamh.macy téaleoni j o e j o h n s t o n adventure action thriller
Rise of the Planet of the Apes,"['jamesfranco', 'freidapinto', 'johnlithgow']",rupertwyatt,"['intelligence', 'zoo', 'cage']","['thriller', 'action', 'drama']",intelligence zoo cage jamesfranco freidapinto johnlithgow r u p e r t w y a t t thriller action drama
The Spiderwick Chronicles,"['freddiehighmore', 'mary-louiseparker', 'nicknolte']",markwaters,"['brothersisterrelationship', 'familyrelationships', 'singlemother']","['adventure', 'family', 'fantasy']",brothersisterrelationship familyrelationships singlemother freddiehighmore mary-louiseparker nicknolte m a r k w a t e r s adventure family fantasy
A Good Day to Die Hard,"['brucewillis', 'jaicourtney', 'sebastiankoch']",johnmoore,"['bomb', 'cia', 'russia']","['action', 'thriller']",bomb cia russia brucewillis jaicourtney sebastiankoch j o h n m o o r e action thriller
The Alamo,"['dennisquaid', 'billybobthornton', 'jasonpatric']",johnleehancock,"['texas', 'officer', 'uprising']","['western', 'history', 'war']",texas officer uprising dennisquaid billybobthornton jasonpatric j o h n l e e h a n c o c k western history war
The Incredibles,"['craigt.nelson', 'hollyhunter', 'samuell.jackson']",bradbird,"['secretidentity', 'secret', 'hero']","['action', 'adventure', 'animation']",secretidentity secret hero craigt.nelson hollyhunter samuell.jackson b r a d b i r d action adventure animation
Cutthroat Island,"['geenadavis', 'matthewmodine', 'franklangella']",rennyharlin,"['exoticisland', 'treasure', 'map']","['action', 'adventure']",exoticisland treasure map geenadavis matthewmodine franklangella r e n n y h a r l i n action adventure
Percy Jackson & the Olympians: The Lightning Thief,"['loganlerman', 'brandont.jackson', 'alexandradaddario']",chriscolumbus,"['monster', 'greekmythology', 'god']","['adventure', 'fantasy', 'family']",monster greekmythology god loganlerman brandont.jackson alexandradaddario c h r i s c o l u m b u s adventure fantasy family
Men in Black,"['tommyleejones', 'willsmith', 'lindafiorentino']",barrysonnenfeld,"['secretidentity', 'sunglasses', 'undercover']","['action', 'adventure', 'comedy']",secretidentity sunglasses undercover tommyleejones willsmith lindafiorentino b a r r y s o n n e n f e l d action adventure comedy
Toy Story 2,"['tomhanks', 'timallen', 'joancusack']",johnlasseter,"['museum', 'prosecution', 'identitycrisis']","['animation', 'comedy', 'family']",museum prosecution identitycrisis tomhanks timallen joancusack j o h n l a s s e t e r animation comedy family
Unstoppable,"['denzelwashington', 'chrispine', 'rosariodawson']",tonyscott,['runawaytrain'],"['action', 'thriller']",runawaytrain denzelwashington chrispine rosariodawson t o n y s c o t t action thriller
Rush Hour 2,"['christucker', 'jackiechan', 'zhangziyi']",brettratner,['duringcreditsstinger'],"['action', 'comedy', 'crime']",duringcreditsstinger christucker jackiechan zhangziyi b r e t t r a t n e r action comedy crime
What Lies Beneath,"['harrisonford', 'michellepfeiffer', 'dianascarwid']",robertzemeckis,"['secret', 'hauntedhouse', 'ouijaboard']","['drama', 'horror', 'mystery']",secret hauntedhouse ouijaboard harrisonford michellepfeiffer dianascarwid r o b e r t z e m e c k i s drama horror mystery
Cloudy with a Chance of Meatballs,"['billhader', 'annafaris', 'jamescaan']",phillord,"['weather', 'food', 'science']","['animation', 'comedy', 'family']",weather food science billhader annafaris jamescaan p h i l l o r d animation comedy family
Ice Age: Dawn of the Dinosaurs,"['rayromano', 'johnleguizamo', 'denisleary']",carlossaldanha,"['iceage', 'bridge', 'insanity']","['animation', 'comedy', 'family']",iceage bridge insanity rayromano johnleguizamo denisleary c a r l o s s a l d a n h a animation comedy family
The Secret Life of Walter Mitty,"['benstiller', 'kristenwiig', 'pattonoswalt']",benstiller,"['himalaya', 'photographer', 'magazine']","['adventure', 'comedy', 'drama']",himalaya photographer magazine benstiller kristenwiig pattonoswalt b e n s t i l l e r adventure comedy drama
Charlie's Angels,"['camerondiaz', 'lucyliu', 'drewbarrymore']",mcg,"['martialarts', 'femalefriendship', 'millionaire']","['action', 'adventure', 'comedy']",martialarts femalefriendship millionaire camerondiaz lucyliu drewbarrymore m c g action adventure comedy
The Departed,"['leonardodicaprio', 'mattdamon', 'jacknicholson']",martinscorsese,"['undercover', 'boston', 'police']","['drama', 'thriller', 'crime']",undercover boston police leonardodicaprio mattdamon jacknicholson m a r t i n s c o r s e s e drama thriller crime
Mulan,"['eddiemurphy', 'jackiechan', 'ming-nawen']",tonybancroft,"['homeland', 'musical', 'training']","['animation', 'family', 'adventure']",homeland musical training eddiemurphy jackiechan ming-nawen t o n y b a n c r o f t animation family adventure
Tropic Thunder,"['benstiller', 'jackblack', 'robertdowneyjr.']",benstiller,"['filmmaking', 'satire', 'jungle']","['action', 'comedy']",filmmaking satire jungle benstiller jackblack robertdowneyjr. b e n s t i l l e r action comedy
The Girl with the Dragon Tattoo,"['danielcraig', 'rooneymara', 'christopherplummer']",davidfincher,"['rape', 'journalist', 'basedonnovel']","['thriller', 'crime', 'mystery']",rape journalist basedonnovel danielcraig rooneymara christopherplummer d a v i d f i n c h e r thriller crime mystery
Die Hard: With a Vengeance,"['brucewillis', 'jeremyirons', 'samuell.jackson']",johnmctiernan,"['bomb', 'taxi', 'riddle']","['action', 'thriller']",bomb taxi riddle brucewillis jeremyirons samuell.jackson j o h n m c t i e r n a n action thriller
